label,text,cuisine,price_range
2,"I attended the soft-opening and the atmosphere is an A.  It had a sort of old fashioned modern chop house feel and a very unique menu; however, the food was extremely rich and very salty.  I notice most of the Fox Restaurant foods always leave me thirsty for days.\n\nThe house soft pretzels and provolone fondue was really good.  The grilled swordfish with arthichokes was also extremely good but way too salty as was the ribeye my boyfriend ordered.  \n\nService was great, especially for a soft opening.  \n\nI will definitely give brunch a try in the near future but probably will only visit for the atmosphere, appetizers and cocktails in the future.",,
0,Michelle King : equals : Rude. Cold. D terrible customer service skills.  Forewarning to all.   What a nightmare.  Just plain bad experience.,,
2,"Kabuki wont deliver cutting edge delights like that basement gem in Boston or Seattle, so dont get your hopes up.  But if you're like me, thrilled to dip a few standard rolls in too much soy without getting sick in the shadow of the stadium, Kabuki's a kickass spot for the family to enjoy that second rate sushi experience. \n\nWe've had two decent meals here. One in a hurry before a game and the second a more leisurely affair out on their porch overlooking the outdoor mall. Both servers were young and tentative, but polite and pleasant and accomodated our plans well each time. The sushi is very ordinary.  Tempura's better.  \n\nOn a generic Quality/Price scale, it's too expensive, but you're also paying for a special location, steps from the stadium and parking. The premium they charge for that, compared to other pregame alternatives, seems like a very fair exchange.",,
3,Amazing breakfast. Have come here on several occasions and am never disappointed with what I get. Stop by and check it out.,,
3,"I don't really like PHO, I prefer ramen. That being said I only order 2 things here and I've never really tried anything else except lemongrass chicken (extra spicy) and various spring rolls either wrapped in rice paper and rarely the fried ones. Anyways Lemongrass chicken is the best I've found in Vegas, chicken is tender lots of hot chili's lots of lemongrass. I have ate this here at least 20 times.. I can't really speak for much else of the menu but I will keep coming back just for lemongrass chicken and I don't care to try much else.",,
1,"It's a hooters... So yea greasy food, cheap beer, tight shirts. Ya dig? Maybe don't bring your girlfriend on the first date. Good place to watch a sports game with pals. Service is friendly, all of the girls are very amicable. Welcome to hooters.",,
1,"Food was really good... And it stops at that. Service sucks! Especially at night.. There was one guy who I am presuming is the owner. He didn't seat us but just told us to find our own seats. He came and gave us menus and when we asked what he recommends he mumbled something and we had to turn our heads to look at him. Like literally turn our heads all around and he wouldn't look anybody in the eye. When he brought out the food he didn't tell us which dish is which and when we asked if he can name the platters again he mumbled and walked off. What kind of service is that??? We had to walk over to the other tables and get our own forks and napkins. He didn't come once to check up on us to see how the food is, if we need anything etc. The most unfriendly socially awkward owner/waiter I've ever seen. Also, portions are small. If the owner wants to keep his business around, he should be smart enough to take this review in consideration and improve on all of the above.",,
4,"I heart this place.  Always busy; never a line and professional, courteous servers AND hostesses--I would say you rarely get that combination!  I recommend the Brussels spouts and the sausage pizza--you could probably split a pizza between two people but you wouldn't want to.  \n\nLike most lunch places on the Camelback/24th Street area it can get busy at noon.  I recommend going around 11:30 to beat the rush.",,
1,"2 stars, I was not impressed.....\n\nOn my last trip out I went here. I had such high hopes for this place but found it to be lacking in every single area. The seafood was sub par at best, I found that I have had much better crab out east. The service was average, I think our waiter filled up our water glass twice and was much busier with his other tables.\n\nI dined here with my Mother and Wife and they felt the same way. They spent some money on the place because the decor was nice. This is a major tourist trap though. They need to do a better job with the food!\n\nI won't make a return trip to Joes :(",,
3,I came here for a Yelp event and had a great time. They have the place somewhat divided into two sections- bar and restaurant. I liked that the patio opens right into the bar so you kind of have an extended bar. The food was really good and the staff rocked. I have been meaning to go back. I'll put that on my to-do list!,,
3,"I was hesitant when I first arrived because there weren't very many cars outside, but was pleasantly surprised when the food came. Our samosas were simply incredible and the paneer and chicken dishes that we ordered were divine. The best part about the meal, though, was that their naan was perfect - not too dry and not dripping with oil. The perfect balance. Only suggestion if you're looking for an amazing Indian food night and love the spice - be sure to order your dishes at least a 7 to get them spicy enough to feel the burn! Great night out.",,
